orig.ident	nReads	nGene	celltype
lung_SmartSeq2_Smart-seq2_O19.MAA001889.3_38_F.1.1	Smart-seq2	1226566	1298	Pericyte
lung_SmartSeq2_Smart-seq2_N13.MAA001889.3_38_F.1.1	Smart-seq2	1772097	2483	Epi_AT2
lung_SmartSeq2_Smart-seq2_O18.MAA001889.3_38_F.1.1	Smart-seq2	2984256	2043	FB_alveolar
lung_SmartSeq2_Smart-seq2_G14.MAA001889.3_38_F.1.1	Smart-seq2	1185979	2534	Epi_AT2
lung_SmartSeq2_Smart-seq2_H17.MAA001889.3_38_F.1.1	Smart-seq2	2333789	2107	DC_cDC2
lung_SmartSeq2_Smart-seq2_I21.MAA001889.3_38_F.1.1	Smart-seq2	2755750	985	FB_alveolar
lung_SmartSeq2_Smart-seq2_K5.MAA001889.3_38_F.1.1	Smart-seq2	1226393	1945	FB_alveolar
lung_SmartSeq2_Smart-seq2_L8.MAA001889.3_38_F.1.1	Smart-seq2	685759	1403	Endo_capillary
lung_SmartSeq2_Smart-seq2_N15.MAA001889.3_38_F.1.1	Smart-seq2	1352170	2345	DC_cDC2
lung_SmartSeq2_Smart-seq2_O20.MAA001889.3_38_F.1.1	Smart-seq2	1935868	1586	FB_alveolar
lung_SmartSeq2_Smart-seq2_C20.MAA001889.3_38_F.1.1	Smart-seq2	2576821	2962	FB_alveolar
lung_SmartSeq2_Smart-seq2_M14.MAA001889.3_38_F.1.1	Smart-seq2	1394115	2438	Epi_ciliated
lung_SmartSeq2_Smart-seq2_N16.MAA001889.3_38_F.1.1	Smart-seq2	1651144	1966	DC_cDC2
lung_SmartSeq2_Smart-seq2_P1.MAA001889.3_38_F.1.1	Smart-seq2	482688	946	NK
lung_SmartSeq2_Smart-seq2_C22.MAA001889.3_38_F.1.1	Smart-seq2	2712455	1460	FB_alveolar
lung_SmartSeq2_Smart-seq2_E7.MAA001889.3_38_F.1.1	Smart-seq2	812604	1031	Bcell
lung_SmartSeq2_Smart-seq2_C21.MAA001889.3_38_F.1.1	Smart-seq2	3233012	2493	FB_alveolar
lung_SmartSeq2_Smart-seq2_G16.MAA001889.3_38_F.1.1	Smart-seq2	2554656	2723	Epi_AT2
lung_SmartSeq2_Smart-seq2_E6.MAA001889.3_38_F.1.1	Smart-seq2	2223809	2251	Mo_Ly6Chi
lung_SmartSeq2_Smart-seq2_F9.MAA001889.3_38_F.1.1	Smart-seq2	631913	1487	Mo_Ly6Clo
lung_SmartSeq2_Smart-seq2_G15.MAA001889.3_38_F.1.1	Smart-seq2	1011252	1480	FB_alveolar
lung_SmartSeq2_Smart-seq2_H18.MAA001889.3_38_F.1.1	Smart-seq2	3394766	2517	FB_alveolar
lung_SmartSeq2_Smart-seq2_I22.MAA001889.3_38_F.1.1	Smart-seq2	3551424	1791	FB_alveolar
lung_SmartSeq2_Smart-seq2_K6.MAA001889.3_38_F.1.1	Smart-seq2	1998	561	FB_alveolar
lung_SmartSeq2_Smart-seq2_L9.MAA001889.3_38_F.1.1	Smart-seq2	1137102	2154	NK
lung_SmartSeq2_Smart-seq2_H19.MAA001889.3_38_F.1.1	Smart-seq2	1787138	1308	FB_alveolar
lung_SmartSeq2_Smart-seq2_E8.MAA001889.3_38_F.1.1	Smart-seq2	831202	1283	Endo_capillary
lung_SmartSeq2_Smart-seq2_H20.MAA001889.3_38_F.1.1	Smart-seq2	3295910	2339	FB_alveolar
lung_SmartSeq2_Smart-seq2_J1.MAA001889.3_38_F.1.1	Smart-seq2	884737	2997	Tcell_CD4T
lung_SmartSeq2_Smart-seq2_J2.MAA001889.3_38_F.1.1	Smart-seq2	857004	1162	Bcell
lung_SmartSeq2_Smart-seq2_K7.MAA001889.3_38_F.1.1	Smart-seq2	1225794	1962	Mo_Ly6Chi
lung_SmartSeq2_Smart-seq2_L10.MAA001889.3_38_F.1.1	Smart-seq2	1319707	2676	Epi_AT2
lung_SmartSeq2_Smart-seq2_P2.MAA001889.3_38_F.1.1	Smart-seq2	873143	1966	Mo_Ly6Chi
lung_SmartSeq2_Smart-seq2_D2.MAA001889.3_38_F.1.1	Smart-seq2	740658	962	Bcell
lung_SmartSeq2_Smart-seq2_E9.MAA001889.3_38_F.1.1	Smart-seq2	556337	938	Neutrophil
lung_SmartSeq2_Smart-seq2_F12.MAA001889.3_38_F.1.1	Smart-seq2	1484956	3132	Epi_AT2
lung_SmartSeq2_Smart-seq2_G18.MAA001889.3_38_F.1.1	Smart-seq2	2643244	1852	FB_alveolar
lung_SmartSeq2_Smart-seq2_H21.MAA001889.3_38_F.1.1	Smart-seq2	2408888	1402	FB_alveolar
lung_SmartSeq2_Smart-seq2_J3.MAA001889.3_38_F.1.1	Smart-seq2	985343	1291	NK
lung_SmartSeq2_Smart-seq2_M17.MAA001889.3_38_F.1.1	Smart-seq2	1474746	1299	Tcell_CD8T
lung_SmartSeq2_Smart-seq2_L11.MAA001889.3_38_F.1.1	Smart-seq2	1048842	2101	Epi_AT2
lung_SmartSeq2_Smart-seq2_N19.MAA001889.3_38_F.1.1	Smart-seq2	1652815	1386	FB_alveolar
lung_SmartSeq2_Smart-seq2_P4.MAA001889.3_38_F.1.1	Smart-seq2	784965	2228	DC_cDC2
lung_SmartSeq2_Smart-seq2_M16.MAA001889.3_38_F.1.1	Smart-seq2	1051968	1484	DC_cDC1
lung_SmartSeq2_Smart-seq2_P3.MAA001889.3_38_F.1.1	Smart-seq2	995442	3222	DC_cDC2
lung_SmartSeq2_Smart-seq2_H22.MAA001889.3_38_F.1.1	Smart-seq2	2654991	1311	FB_alveolar
lung_SmartSeq2_Smart-seq2_J4.MAA001889.3_38_F.1.1	Smart-seq2	5095	882	Epi_AT2
lung_SmartSeq2_Smart-seq2_K10.MAA001889.3_38_F.1.1	Smart-seq2	1527140	2402	Epi_AT2
lung_SmartSeq2_Smart-seq2_L13.MAA001889.3_38_F.1.1	Smart-seq2	951450	1552	Bcell
lung_SmartSeq2_Smart-seq2_M18.MAA001889.3_38_F.1.1	Smart-seq2	5807	524	Tcell_CD8T
lung_SmartSeq2_Smart-seq2_N20.MAA001889.3_38_F.1.1	Smart-seq2	1854477	1195	FB_alveolar
lung_SmartSeq2_Smart-seq2_P5.MAA001889.3_38_F.1.1	Smart-seq2	152083	2457	DC_cDC2
lung_SmartSeq2_Smart-seq2_D3.MAA001889.3_38_F.1.1	Smart-seq2	673827	1079	DC_cDC2
lung_SmartSeq2_Smart-seq2_F13.MAA001889.3_38_F.1.1	Smart-seq2	2279993	2708	DC_cDC2
lung_SmartSeq2_Smart-seq2_I1.MAA001889.3_38_F.1.1	Smart-seq2	741439	4789	NK
lung_SmartSeq2_Smart-seq2_L14.MAA001889.3_38_F.1.1	Smart-seq2	1263374	2092	Epi_AT2
lung_SmartSeq2_Smart-seq2_E11.MAA001889.3_38_F.1.1	Smart-seq2	2471437	2379	DC_cDC2
lung_SmartSeq2_Smart-seq2_F14.MAA001889.3_38_F.1.1	Smart-seq2	837944	2156	Mo_Ly6Clo
lung_SmartSeq2_Smart-seq2_M19.MAA001889.3_38_F.1.1	Smart-seq2	1954288	1118	FB_alveolar
lung_SmartSeq2_Smart-seq2_N22.MAA001889.3_38_F.1.1	Smart-seq2	2583426	1150	FB_alveolar
lung_SmartSeq2_Smart-seq2_E12.MAA001889.3_38_F.1.1	Smart-seq2	1316853	2038	DC_cDC1
lung_SmartSeq2_Smart-seq2_F15.MAA001889.3_38_F.1.1	Smart-seq2	1471619	2342	DC_cDC3
lung_SmartSeq2_Smart-seq2_L15.MAA001889.3_38_F.1.1	Smart-seq2	1102613	726	Epi_AT2
lung_SmartSeq2_Smart-seq2_G22.MAA001889.3_38_F.1.1	Smart-seq2	2672804	1565	FB_alveolar
lung_SmartSeq2_Smart-seq2_M20.MAA001889.3_38_F.1.1	Smart-seq2	2376426	1827	FB_alveolar
lung_SmartSeq2_Smart-seq2_O1.MAA001889.3_38_F.1.1	Smart-seq2	1478785	2626	Mo_Ly6Chi
lung_SmartSeq2_Smart-seq2_I2.MAA001889.3_38_F.1.1	Smart-seq2	1636855	2295	Mo_Ly6Chi
lung_SmartSeq2_Smart-seq2_J6.MAA001889.3_38_F.1.1	Smart-seq2	771615	1262	Endo_capillary
lung_SmartSeq2_Smart-seq2_K12.MAA001889.3_38_F.1.1	Smart-seq2	605172	1157	3
lung_SmartSeq2_Smart-seq2_D6.MAA001889.3_38_F.1.1	Smart-seq2	967058	675	Neutrophil
lung_SmartSeq2_Smart-seq2_H1.MAA001889.3_38_F.1.1	Smart-seq2	1093770	3942	Tcell_CD4T
lung_SmartSeq2_Smart-seq2_I5.MAA001889.3_38_F.1.1	Smart-seq2	1830020	2349	Mo_Ly6Chi
lung_SmartSeq2_Smart-seq2_K13.MAA001889.3_38_F.1.1	Smart-seq2	1704898	2669	DC_cDC2
lung_SmartSeq2_Smart-seq2_D7.MAA001889.3_38_F.1.1	Smart-seq2	451585	959	Endo_aerocyte
lung_SmartSeq2_Smart-seq2_E14.MAA001889.3_38_F.1.1	Smart-seq2	2217475	2356	Epi_AT2
lung_SmartSeq2_Smart-seq2_L16.MAA001889.3_38_F.1.1	Smart-seq2	1644535	1938	Bcell
lung_SmartSeq2_Smart-seq2_M21.MAA001889.3_38_F.1.1	Smart-seq2	106099	1383	FB_alveolar
lung_SmartSeq2_Smart-seq2_O2.MAA001889.3_38_F.1.1	Smart-seq2	717817	2726	FB_peribronchiolar
lung_SmartSeq2_Smart-seq2_P8.MAA001889.3_38_F.1.1	Smart-seq2	753149	1538	Tcell_CD4T
lung_SmartSeq2_Smart-seq2_O5.MAA001889.3_38_F.1.1	Smart-seq2	1155029	3058	DC_cDC1
lung_SmartSeq2_Smart-seq2_P9.MAA001889.3_38_F.1.1	Smart-seq2	426622	1098	Bcell
lung_SmartSeq2_Smart-seq2_H2.MAA001889.3_38_F.1.1	Smart-seq2	1065586	1418	NK
lung_SmartSeq2_Smart-seq2_D8.MAA001889.3_38_F.1.1	Smart-seq2	311863	737	Tcell_CD8T
lung_SmartSeq2_Smart-seq2_I6.MAA001889.3_38_F.1.1	Smart-seq2	853046	1339	Endo_capillary
lung_SmartSeq2_Smart-seq2_J8.MAA001889.3_38_F.1.1	Smart-seq2	947842	2069	Mo_Ly6Chi
lung_SmartSeq2_Smart-seq2_L17.MAA001889.3_38_F.1.1	Smart-seq2	2317828	3216	Epi_ciliated
lung_SmartSeq2_Smart-seq2_M22.MAA001889.3_38_F.1.1	Smart-seq2	2657172	1520	FB_alveolar
lung_SmartSeq2_Smart-seq2_E15.MAA001889.3_38_F.1.1	Smart-seq2	2144041	3077	DC_cDC1
lung_SmartSeq2_Smart-seq2_L18.MAA001889.3_38_F.1.1	Smart-seq2	2601980	1896	FB_alveolar
lung_SmartSeq2_Smart-seq2_N1.MAA001889.3_38_F.1.1	Smart-seq2	131592	2533	FB_alveolar
lung_SmartSeq2_Smart-seq2_O6.MAA001889.3_38_F.1.1	Smart-seq2	883949	2104	Mo_Ly6Clo
lung_SmartSeq2_Smart-seq2_P10.MAA001889.3_38_F.1.1	Smart-seq2	1209013	2347	DC_cDC1
lung_SmartSeq2_Smart-seq2_F18.MAA001889.3_38_F.1.1	Smart-seq2	2148893	1520	FB_alveolar
lung_SmartSeq2_Smart-seq2_H3.MAA001889.3_38_F.1.1	Smart-seq2	1297978	1663	Mo_Ly6Chi
lung_SmartSeq2_Smart-seq2_F19.MAA001889.3_38_F.1.1	Smart-seq2	2786193	2344	FB_adventitial
lung_SmartSeq2_Smart-seq2_H4.MAA001889.3_38_F.1.1	Smart-seq2	1072378	1802	FB_alveolar
lung_SmartSeq2_Smart-seq2_I8.MAA001889.3_38_F.1.1	Smart-seq2	1431719	2214	Mo_Ly6Chi
lung_SmartSeq2_Smart-seq2_J10.MAA001889.3_38_F.1.1	Smart-seq2	1676112	3060	Epi_AT2
lung_SmartSeq2_Smart-seq2_K16.MAA001889.3_38_F.1.1	Smart-seq2	2103938	2909	DC_cDC2
lung_SmartSeq2_Smart-seq2_N2.MAA001889.3_38_F.1.1	Smart-seq2	1358154	2185	FB_alveolar
lung_SmartSeq2_Smart-seq2_O7.MAA001889.3_38_F.1.1	Smart-seq2	723716	3305	DC_cDC2
lung_SmartSeq2_Smart-seq2_E16.MAA001889.3_38_F.1.1	Smart-seq2	3587282	3815	Epi_ciliated
lung_SmartSeq2_Smart-seq2_A17.MAA001892.3_38_F.1.1	Smart-seq2	457168	1597	Endo_capillary
lung_SmartSeq2_Smart-seq2_C3.MAA001892.3_38_F.1.1	Smart-seq2	427625	1287	Endo_capillary
lung_SmartSeq2_Smart-seq2_A16.MAA001892.3_38_F.1.1	Smart-seq2	506976	2834	Endo_capillary
lung_SmartSeq2_Smart-seq2_C2.MAA001892.3_38_F.1.1	Smart-seq2	456884	1290	Endo_capillary
lung_SmartSeq2_Smart-seq2_A18.MAA001892.3_38_F.1.1	Smart-seq2	485270	1598	Endo_venous
lung_SmartSeq2_Smart-seq2_C4.MAA001892.3_38_F.1.1	Smart-seq2	263850	1121	Endo_capillary
lung_SmartSeq2_Smart-seq2_A19.MAA001892.3_38_F.1.1	Smart-seq2	528924	1332	Endo_capillary
lung_SmartSeq2_Smart-seq2_C5.MAA001892.3_38_F.1.1	Smart-seq2	511508	1507	Endo_capillary
lung_SmartSeq2_Smart-seq2_A21.MAA001892.3_38_F.1.1	Smart-seq2	772411	1944	Mo_Ly6Chi
lung_SmartSeq2_Smart-seq2_A20.MAA001892.3_38_F.1.1	Smart-seq2	757434	1905	Endo_venous
lung_SmartSeq2_Smart-seq2_C6.MAA001892.3_38_F.1.1	Smart-seq2	1344313	1850	Endo_aerocyte
lung_SmartSeq2_Smart-seq2_C7.MAA001892.3_38_F.1.1	Smart-seq2	860594	1618	Endo_arterial
lung_SmartSeq2_Smart-seq2_A22.MAA001892.3_38_F.1.1	Smart-seq2	495169	1619	Mo_Ly6Clo
lung_SmartSeq2_Smart-seq2_C9.MAA001892.3_38_F.1.1	Smart-seq2	546027	1478	Endo_arterial
lung_SmartSeq2_Smart-seq2_C10.MAA001892.3_38_F.1.1	Smart-seq2	510474	1299	Endo_capillary
lung_SmartSeq2_Smart-seq2_C11.MAA001892.3_38_F.1.1	Smart-seq2	647028	1270	Endo_capillary
lung_SmartSeq2_Smart-seq2_A1.MAA001892.3_38_F.1.1	Smart-seq2	346245	1205	Endo_capillary
lung_SmartSeq2_Smart-seq2_C12.MAA001892.3_38_F.1.1	Smart-seq2	480058	1156	Endo_capillary
lung_SmartSeq2_Smart-seq2_A2.MAA001892.3_38_F.1.1	Smart-seq2	403295	1129	Endo_capillary
lung_SmartSeq2_Smart-seq2_C14.MAA001892.3_38_F.1.1	Smart-seq2	605002	1680	Endo_capillary
lung_SmartSeq2_Smart-seq2_A3.MAA001892.3_38_F.1.1	Smart-seq2	567164	1931	Endo_capillary
lung_SmartSeq2_Smart-seq2_A4.MAA001892.3_38_F.1.1	Smart-seq2	319080	1024	Endo_capillary
lung_SmartSeq2_Smart-seq2_A5.MAA001892.3_38_F.1.1	Smart-seq2	410381	1361	Endo_capillary
lung_SmartSeq2_Smart-seq2_A6.MAA001892.3_38_F.1.1	Smart-seq2	179079	1162	Endo_capillary
lung_SmartSeq2_Smart-seq2_B14.MAA001892.3_38_F.1.1	Smart-seq2	480844	1667	Endo_aerocyte
lung_SmartSeq2_Smart-seq2_A7.MAA001892.3_38_F.1.1	Smart-seq2	624660	1685	Endo_aerocyte
lung_SmartSeq2_Smart-seq2_B15.MAA001892.3_38_F.1.1	Smart-seq2	988861	2161	Endo_aerocyte
lung_SmartSeq2_Smart-seq2_A8.MAA001892.3_38_F.1.1	Smart-seq2	375156	1353	Endo_capillary
lung_SmartSeq2_Smart-seq2_B16.MAA001892.3_38_F.1.1	Smart-seq2	581650	2266	Endo_capillary
lung_SmartSeq2_Smart-seq2_A9.MAA001892.3_38_F.1.1	Smart-seq2	306170	1147	Endo_capillary
lung_SmartSeq2_Smart-seq2_A10.MAA001892.3_38_F.1.1	Smart-seq2	323380	1337	Endo_capillary
lung_SmartSeq2_Smart-seq2_B17.MAA001892.3_38_F.1.1	Smart-seq2	782372	2613	Endo_aerocyte
lung_SmartSeq2_Smart-seq2_B18.MAA001892.3_38_F.1.1	Smart-seq2	512513	1740	Endo_capillary
lung_SmartSeq2_Smart-seq2_A11.MAA001892.3_38_F.1.1	Smart-seq2	388866	1723	Endo_arterial
lung_SmartSeq2_Smart-seq2_B19.MAA001892.3_38_F.1.1	Smart-seq2	231858	1005	Endo_capillary
lung_SmartSeq2_Smart-seq2_A12.MAA001892.3_38_F.1.1	Smart-seq2	368275	1273	Endo_capillary
lung_SmartSeq2_Smart-seq2_A13.MAA001892.3_38_F.1.1	Smart-seq2	383410	1906	Endo_aerocyte
lung_SmartSeq2_Smart-seq2_B21.MAA001892.3_38_F.1.1	Smart-seq2	572863	1897	DC_cDC2
lung_SmartSeq2_Smart-seq2_B20.MAA001892.3_38_F.1.1	Smart-seq2	476242	1460	Endo_capillary
lung_SmartSeq2_Smart-seq2_A14.MAA001892.3_38_F.1.1	Smart-seq2	340843	1428	Endo_capillary
lung_SmartSeq2_Smart-seq2_B22.MAA001892.3_38_F.1.1	Smart-seq2	249805	1005	Bcell
lung_SmartSeq2_Smart-seq2_C1.MAA001892.3_38_F.1.1	Smart-seq2	482741	1158	Endo_capillary
lung_SmartSeq2_Smart-seq2_D17.MAA001892.3_38_F.1.1	Smart-seq2	342623	1436	Endo_capillary
lung_SmartSeq2_Smart-seq2_F7.MAA001892.3_38_F.1.1	Smart-seq2	319038	1220	Endo_capillary
lung_SmartSeq2_Smart-seq2_G17.MAA001892.3_38_F.1.1	Smart-seq2	290731	1167	Endo_capillary
lung_SmartSeq2_Smart-seq2_N11.MAA001892.3_38_F.1.1	Smart-seq2	407466	1963	Endo_capillary
lung_SmartSeq2_Smart-seq2_P1.MAA001892.3_38_F.1.1	Smart-seq2	278495	1177	Endo_capillary
lung_SmartSeq2_Smart-seq2_D18.MAA001892.3_38_F.1.1	Smart-seq2	422156	1308	Endo_capillary
lung_SmartSeq2_Smart-seq2_J7.MAA001892.3_38_F.1.1	Smart-seq2	442315	1613	Endo_capillary
lung_SmartSeq2_Smart-seq2_K17.MAA001892.3_38_F.1.1	Smart-seq2	489364	2185	Endo_aerocyte
lung_SmartSeq2_Smart-seq2_M4.MAA001892.3_38_F.1.1	Smart-seq2	508710	1442	Endo_arterial
lung_SmartSeq2_Smart-seq2_F9.MAA001892.3_38_F.1.1	Smart-seq2	145362	1275	Endo_capillary
lung_SmartSeq2_Smart-seq2_G20.MAA001892.3_38_F.1.1	Smart-seq2	543405	2943	Endo_aerocyte
lung_SmartSeq2_Smart-seq2_I3.MAA001892.3_38_F.1.1	Smart-seq2	471581	1712	Endo_arterial
lung_SmartSeq2_Smart-seq2_J9.MAA001892.3_38_F.1.1	Smart-seq2	505245	1702	Endo_capillary
lung_SmartSeq2_Smart-seq2_K18.MAA001892.3_38_F.1.1	Smart-seq2	316734	1429	Endo_capillary
lung_SmartSeq2_Smart-seq2_M6.MAA001892.3_38_F.1.1	Smart-seq2	154108	885	Endo_capillary
lung_SmartSeq2_Smart-seq2_N12.MAA001892.3_38_F.1.1	Smart-seq2	596855	1773	Endo_venous
lung_SmartSeq2_Smart-seq2_P3.MAA001892.3_38_F.1.1	Smart-seq2	689868	2615	Endo_LEC
lung_SmartSeq2_Smart-seq2_M7.MAA001892.3_38_F.1.1	Smart-seq2	392784	1701	FB_alveolar
lung_SmartSeq2_Smart-seq2_N13.MAA001892.3_38_F.1.1	Smart-seq2	335095	1208	Endo_capillary
lung_SmartSeq2_Smart-seq2_P7.MAA001892.3_38_F.1.1	Smart-seq2	290611	1076	Endo_capillary
lung_SmartSeq2_Smart-seq2_D20.MAA001892.3_38_F.1.1	Smart-seq2	541202	1629	Endo_capillary
lung_SmartSeq2_Smart-seq2_D21.MAA001892.3_38_F.1.1	Smart-seq2	630197	1964	Mo_Ly6Chi
lung_SmartSeq2_Smart-seq2_F10.MAA001892.3_38_F.1.1	Smart-seq2	290769	1285	Endo_capillary
lung_SmartSeq2_Smart-seq2_G21.MAA001892.3_38_F.1.1	Smart-seq2	58815	534	DC_cDC1
lung_SmartSeq2_Smart-seq2_J10.MAA001892.3_38_F.1.1	Smart-seq2	388331	1305	Endo_capillary
lung_SmartSeq2_Smart-seq2_K19.MAA001892.3_38_F.1.1	Smart-seq2	126583	1229	Endo_capillary
lung_SmartSeq2_Smart-seq2_F11.MAA001892.3_38_F.1.1	Smart-seq2	429126	1825	Endo_capillary
lung_SmartSeq2_Smart-seq2_H1.MAA001892.3_38_F.1.1	Smart-seq2	713303	2423	Endo_arterial
lung_SmartSeq2_Smart-seq2_I5.MAA001892.3_38_F.1.1	Smart-seq2	322929	1606	Endo_aerocyte
lung_SmartSeq2_Smart-seq2_J11.MAA001892.3_38_F.1.1	Smart-seq2	389672	1591	Endo_aerocyte
lung_SmartSeq2_Smart-seq2_K20.MAA001892.3_38_F.1.1	Smart-seq2	454116	1245	Endo_capillary
lung_SmartSeq2_Smart-seq2_M8.MAA001892.3_38_F.1.1	Smart-seq2	680052	2034	Endo_aerocyte
lung_SmartSeq2_Smart-seq2_N15.MAA001892.3_38_F.1.1	Smart-seq2	598414	1920	Endo_aerocyte
lung_SmartSeq2_Smart-seq2_P9.MAA001892.3_38_F.1.1	Smart-seq2	437872	1439	Endo_LEC
lung_SmartSeq2_Smart-seq2_E1.MAA001892.3_38_F.1.1	Smart-seq2	328570	1190	Endo_capillary
lung_SmartSeq2_Smart-seq2_D22.MAA001892.3_38_F.1.1	Smart-seq2	361996	1302	Bcell
lung_SmartSeq2_Smart-seq2_F13.MAA001892.3_38_F.1.1	Smart-seq2	791172	1880	Endo_capillary
lung_SmartSeq2_Smart-seq2_H3.MAA001892.3_38_F.1.1	Smart-seq2	518921	1714	Endo_arterial
lung_SmartSeq2_Smart-seq2_I7.MAA001892.3_38_F.1.1	Smart-seq2	377457	1536	Endo_venous
lung_SmartSeq2_Smart-seq2_F12.MAA001892.3_38_F.1.1	Smart-seq2	630507	2679	Epi_AT2
lung_SmartSeq2_Smart-seq2_I6.MAA001892.3_38_F.1.1	Smart-seq2	384585	1528	Endo_capillary
lung_SmartSeq2_Smart-seq2_J12.MAA001892.3_38_F.1.1	Smart-seq2	431786	1843	Endo_capillary
lung_SmartSeq2_Smart-seq2_L2.MAA001892.3_38_F.1.1	Smart-seq2	288316	1283	Endo_capillary
lung_SmartSeq2_Smart-seq2_M9.MAA001892.3_38_F.1.1	Smart-seq2	300106	997	Endo_capillary
lung_SmartSeq2_Smart-seq2_N16.MAA001892.3_38_F.1.1	Smart-seq2	634907	2052	Endo_capillary
lung_SmartSeq2_Smart-seq2_J14.MAA001892.3_38_F.1.1	Smart-seq2	402699	1662	Endo_capillary
lung_SmartSeq2_Smart-seq2_E2.MAA001892.3_38_F.1.1	Smart-seq2	598189	2004	Endo_arterial
lung_SmartSeq2_Smart-seq2_F14.MAA001892.3_38_F.1.1	Smart-seq2	540354	2133	Endo_venous
lung_SmartSeq2_Smart-seq2_H4.MAA001892.3_38_F.1.1	Smart-seq2	352829	1496	Endo_capillary
lung_SmartSeq2_Smart-seq2_I8.MAA001892.3_38_F.1.1	Smart-seq2	309251	1081	Endo_capillary
lung_SmartSeq2_Smart-seq2_J16.MAA001892.3_38_F.1.1	Smart-seq2	478703	1772	Endo_capillary
lung_SmartSeq2_Smart-seq2_L5.MAA001892.3_38_F.1.1	Smart-seq2	367524	1366	Endo_capillary
lung_SmartSeq2_Smart-seq2_M11.MAA001892.3_38_F.1.1	Smart-seq2	446215	1917	Endo_capillary
lung_SmartSeq2_Smart-seq2_L4.MAA001892.3_38_F.1.1	Smart-seq2	628181	2111	Endo_aerocyte
lung_SmartSeq2_Smart-seq2_M10.MAA001892.3_38_F.1.1	Smart-seq2	261936	1171	Endo_LEC
lung_SmartSeq2_Smart-seq2_N17.MAA001892.3_38_F.1.1	Smart-seq2	470465	1669	Endo_venous
lung_SmartSeq2_Smart-seq2_P10.MAA001892.3_38_F.1.1	Smart-seq2	398700	1381	Endo_capillary
lung_SmartSeq2_Smart-seq2_N18.MAA001892.3_38_F.1.1	Smart-seq2	472320	1318	Endo_capillary
lung_SmartSeq2_Smart-seq2_F15.MAA001892.3_38_F.1.1	Smart-seq2	370800	1852	Endo_aerocyte
lung_SmartSeq2_Smart-seq2_H5.MAA001892.3_38_F.1.1	Smart-seq2	317957	1821	Endo_capillary
lung_SmartSeq2_Smart-seq2_I9.MAA001892.3_38_F.1.1	Smart-seq2	289946	1280	Endo_capillary
lung_SmartSeq2_Smart-seq2_J17.MAA001892.3_38_F.1.1	Smart-seq2	333544	1176	Endo_capillary
lung_SmartSeq2_Smart-seq2_L6.MAA001892.3_38_F.1.1	Smart-seq2	544186	1880	Endo_aerocyte
lung_SmartSeq2_Smart-seq2_M12.MAA001892.3_38_F.1.1	Smart-seq2	533630	1607	Endo_aerocyte
lung_SmartSeq2_Smart-seq2_N21.MAA001892.3_38_F.1.1	Smart-seq2	1030449	2211	Mo_Ly6Chi
lung_SmartSeq2_Smart-seq2_P11.MAA001892.3_38_F.1.1	Smart-seq2	300121	1202	Endo_capillary
lung_SmartSeq2_Smart-seq2_P12.MAA001892.3_38_F.1.1	Smart-seq2	463128	1276	Endo_capillary
lung_SmartSeq2_Smart-seq2_E4.MAA001892.3_38_F.1.1	Smart-seq2	332735	1320	Endo_capillary
lung_SmartSeq2_Smart-seq2_F17.MAA001892.3_38_F.1.1	Smart-seq2	842130	2219	Endo_venous
lung_SmartSeq2_Smart-seq2_H6.MAA001892.3_38_F.1.1	Smart-seq2	370769	1670	Endo_arterial
lung_SmartSeq2_Smart-seq2_I10.MAA001892.3_38_F.1.1	Smart-seq2	215410	1233	Endo_capillary
lung_SmartSeq2_Smart-seq2_J18.MAA001892.3_38_F.1.1	Smart-seq2	588620	2570	Endo_aerocyte
lung_SmartSeq2_Smart-seq2_L7.MAA001892.3_38_F.1.1	Smart-seq2	351840	1228	Endo_capillary
lung_SmartSeq2_Smart-seq2_M14.MAA001892.3_38_F.1.1	Smart-seq2	245503	967	Endo_capillary
lung_SmartSeq2_Smart-seq2_O1.MAA001892.3_38_F.1.1	Smart-seq2	552267	1758	Endo_arterial
lung_SmartSeq2_Smart-seq2_E5.MAA001892.3_38_F.1.1	Smart-seq2	269921	1132	Endo_capillary
lung_SmartSeq2_Smart-seq2_F18.MAA001892.3_38_F.1.1	Smart-seq2	1233168	2940	Endo_venous
lung_SmartSeq2_Smart-seq2_H7.MAA001892.3_38_F.1.1	Smart-seq2	398837	1461	Endo_capillary
lung_SmartSeq2_Smart-seq2_I12.MAA001892.3_38_F.1.1	Smart-seq2	299467	1387	Endo_capillary
lung_SmartSeq2_Smart-seq2_J19.MAA001892.3_38_F.1.1	Smart-seq2	422908	1726	Endo_capillary
lung_SmartSeq2_Smart-seq2_L9.MAA001892.3_38_F.1.1	Smart-seq2	427652	1452	Endo_capillary
lung_SmartSeq2_Smart-seq2_M16.MAA001892.3_38_F.1.1	Smart-seq2	413696	1387	Endo_capillary
lung_SmartSeq2_Smart-seq2_P16.MAA001892.3_38_F.1.1	Smart-seq2	513341	2435	Endo_aerocyte
lung_SmartSeq2_Smart-seq2_O3.MAA001892.3_38_F.1.1	Smart-seq2	264219	1017	Endo_capillary
lung_SmartSeq2_Smart-seq2_P17.MAA001892.3_38_F.1.1	Smart-seq2	346681	1513	Endo_venous
lung_SmartSeq2_Smart-seq2_F20.MAA001892.3_38_F.1.1	Smart-seq2	604771	2606	Endo_capillary
lung_SmartSeq2_Smart-seq2_H8.MAA001892.3_38_F.1.1	Smart-seq2	374186	1380	Endo_capillary
